Time,Pressure,Temperature,Acell X,Acell Y,Acell Z,CO2 equivelent,TVOC
90412,23.03,874.34,0.06,0.06,1.00,409,0
91479,23.03,874.32,0.06,0.06,1.00,400,0
92547,23.03,874.33,0.06,0.00,1.00,400,3
93616,23.04,874.33,0.06,0.06,1.00,400,0
94683,23.05,874.33,0.06,0.06,1.00,411,0
95750,23.05,874.33,0.06,0.06,1.00,415,0
96817,23.05,874.33,0.06,0.06,1.00,419,0
97884,23.05,874.33,0.06,0.06,1.00,425,0
98951,23.06,874.33,0.06,0.00,1.00,421,0
100018,23.06,874.33,0.25,0.44,1.12,413,0
101085,23.07,874.33,0.06,0.06,1.00,433,5
102152,23.07,874.33,0.06,0.00,1.00,434,2
103219,23.07,874.33,0.06,0.06,1.00,443,0
104286,23.08,874.34,0.06,0.06,1.00,444,0
105353,23.08,874.34,0.06,0.06,1.00,451,0
106420,23.08,874.33,0.06,0.06,1.00,424,0
107489,23.09,874.32,0.06,0.06,1.00,421,0
108556,23.10,874.35,0.06,0.06,1.00,415,0
109623,23.11,874.35,0.06,0.06,1.00,420,0
110690,23.10,874.35,0.06,0.06,1.00,425,3
111757,23.10,874.35,0.06,0.06,1.00,420,0
112824,23.11,874.35,0.06,0.06,1.00,494,0
113897,23.13,874.35,0.06,0.06,1.00,529,11
114964,23.12,874.35,0.06,0.06,1.00,515,7
116031,23.14,874.34,0.06,0.06,1.00,491,10
117098,23.14,874.34,0.06,0.06,1.00,460,0
118165,23.14,874.34,0.06,0.06,1.00,447,0
119232,23.13,874.34,0.06,0.06,1.00,408,0
120301,23.15,874.34,0.06,0.06,1.00,400,0
121368,23.14,874.33,0.06,0.06,1.00,400,0
122435,23.15,874.34,0.06,0.06,1.00,400,0
123503,23.14,874.33,0.06,0.06,1.00,400,0
124570,23.17,874.34,0.06,0.06,1.00,408,0
125637,23.17,874.33,0.06,0.06,1.00,400,0
126704,23.16,874.33,0.06,0.06,1.00,483,0
127772,23.18,874.34,0.06,0.06,1.00,454,0
128840,23.18,874.33,0.06,0.06,1.00,420,0
129907,23.18,874.33,0.06,0.06,1.00,438,0
130974,23.18,874.33,0.06,0.06,1.00,445,0
132042,23.18,874.33,0.06,0.06,1.00,427,0
133111,23.19,874.34,0.06,0.06,1.00,429,0
134178,23.18,874.34,0.06,0.06,1.00,453,0
135246,23.20,874.33,0.06,0.06,1.00,447,0
136313,23.20,874.33,0.06,0.06,1.00,455,0
137380,23.20,874.34,0.06,0.06,1.00,450,0
138447,23.20,874.34,0.06,0.06,1.00,476,1
139515,23.22,874.33,0.06,0.06,1.00,474,0
140582,23.21,874.34,0.06,0.06,1.00,467,0
141649,23.22,874.33,0.06,0.06,1.00,422,0
142719,23.23,874.34,0.06,0.06,1.00,408,0
143787,23.24,874.34,0.06,0.00,1.00,419,0
144854,23.24,874.34,0.06,0.06,1.00,410,0
145923,23.24,874.34,0.06,0.06,1.00,400,0
146990,23.25,874.33,0.06,0.06,1.00,400,0
148058,23.25,874.34,0.06,0.06,1.00,400,0
149125,23.24,874.33,0.06,0.06,1.00,400,0
150192,23.25,874.34,0.06,0.06,1.00,406,0
151259,23.25,874.33,0.06,0.06,1.00,403,0
152327,23.26,874.33,0.06,0.06,1.00,400,0
153394,23.27,874.33,0.06,0.06,1.00,410,0
154461,23.27,874.33,0.06,0.06,1.00,425,0
155528,23.28,874.33,0.06,0.06,1.00,426,0
156596,23.28,874.33,0.06,0.06,1.00,423,0
157663,23.28,874.33,0.06,0.06,1.00,443,4
158732,23.29,874.33,0.06,0.06,1.00,463,2
159800,23.29,874.33,0.06,0.06,1.00,466,1
160867,23.29,874.34,0.06,0.06,1.00,480,4
161934,23.30,874.33,0.06,0.06,1.00,475,11
163001,23.30,874.33,0.06,0.00,1.00,469,3
164069,23.31,874.33,0.06,0.06,1.00,467,2
165136,23.31,874.34,0.06,0.06,1.00,418,0
166203,23.32,874.34,0.06,0.06,1.00,436,0
167270,23.32,874.33,0.06,0.06,1.00,429,0
168338,23.33,874.34,0.06,0.00,1.00,400,0
169405,23.34,874.34,0.06,0.06,1.00,400,0
170472,23.35,874.34,0.06,0.06,1.00,400,0
171539,23.34,874.34,0.06,0.06,1.00,401,0
172614,23.36,874.34,0.06,0.06,1.00,400,0
173681,23.35,874.34,0.06,0.06,1.00,401,2
174748,23.37,874.34,0.06,0.06,1.00,400,0
175815,23.37,874.34,0.06,0.06,1.00,400,0
176883,23.37,874.34,0.06,0.06,1.00,400,0
177951,23.37,874.34,0.06,0.06,1.00,422,1
179018,23.39,874.33,0.06,0.06,1.00,408,0
180085,23.38,874.33,0.06,0.06,1.00,419,0
181153,23.39,874.34,0.06,0.00,1.00,428,0
182220,23.39,874.34,0.06,0.06,1.00,423,0
183287,23.40,874.33,0.06,0.06,1.00,416,3
184354,23.41,874.34,0.06,0.06,1.00,410,0
185424,23.41,874.34,0.06,0.06,1.00,413,2
186491,23.43,874.34,0.06,0.06,1.00,474,5
187558,23.44,874.35,0.06,0.06,1.00,622,33
188625,23.44,874.35,0.06,0.06,1.00,582,24
189692,23.45,874.34,0.06,0.06,1.00,548,23
190759,23.44,874.34,0.06,0.06,1.00,501,17
191826,23.44,874.33,0.06,0.06,1.00,446,9
192893,23.45,874.33,0.06,0.06,1.00,415,0
193960,23.44,874.34,0.06,0.06,1.00,400,0
195028,23.44,874.33,0.06,0.06,1.00,404,0
196095,23.44,874.34,0.06,0.06,1.00,421,0
197162,23.45,874.34,0.06,0.06,1.00,400,0
198231,23.45,874.33,0.06,0.06,1.00,400,0
199298,23.46,874.33,0.06,0.06,1.00,400,0
200365,23.47,874.33,0.06,0.06,1.00,445,0
201434,23.47,874.33,0.06,0.06,1.00,444,1
202502,23.47,874.34,0.06,0.06,1.00,415,0
203569,23.48,874.33,0.06,0.06,1.00,400,0
204636,23.47,874.34,0.06,0.06,1.00,402,0
205703,23.49,874.34,0.06,0.06,1.00,400,0
206770,23.48,874.34,0.06,0.06,1.00,407,0
207837,23.48,874.33,0.06,0.06,1.00,412,0
208904,23.49,874.34,0.06,0.06,1.00,426,0
209971,23.49,874.33,0.06,0.06,1.00,429,3
211040,23.49,874.34,0.06,0.06,1.00,432,0
212107,23.50,874.34,0.06,0.00,1.00,554,15
213174,23.52,874.34,0.06,0.06,1.00,556,24
214241,23.53,874.34,0.06,0.06,1.00,470,13
215308,23.53,874.33,0.06,0.06,1.00,441,11
216375,23.53,874.33,0.06,0.06,1.00,433,0
217442,23.53,874.33,0.06,0.06,1.00,451,8
218509,23.54,874.33,0.06,0.06,1.00,467,0
219576,23.55,874.34,0.06,0.06,1.00,484,3
220643,23.55,874.34,0.00,0.06,1.00,454,3
221710,23.56,874.34,0.06,0.06,1.00,439,0
222777,23.57,874.34,0.06,0.06,1.00,425,0
223846,23.57,874.33,0.06,0.06,1.00,400,0
224913,23.59,874.34,0.06,0.06,1.00,400,0
225981,23.59,874.33,0.06,0.06,1.00,400,0
227048,23.59,874.33,0.06,0.06,1.00,415,0
228115,23.59,874.34,0.06,0.00,1.00,408,0
229182,23.60,874.34,0.06,0.06,1.00,400,0
230250,23.59,874.33,0.06,0.06,1.06,400,0
231323,23.60,874.33,0.06,0.06,1.00,400,0
232390,23.61,874.33,0.06,0.06,1.00,400,0
233457,23.61,874.33,0.06,0.06,1.00,413,0
234525,23.61,874.33,0.06,0.06,1.00,413,0
235592,23.61,874.33,0.06,0.00,0.94,411,0
236661,23.62,874.33,0.06,0.06,1.00,415,1
237728,23.64,874.33,0.06,0.06,1.00,411,0
238795,23.62,874.34,0.06,0.06,1.00,402,0
239862,23.63,874.33,0.06,0.06,1.00,400,0
240929,23.62,874.34,0.06,0.06,1.00,403,1
241996,23.62,874.33,0.06,0.06,0.94,400,0
243063,23.62,874.33,0.06,0.06,1.00,403,3
244130,23.64,874.33,0.06,0.06,1.00,450,3
245197,23.64,874.33,0.06,0.06,1.00,519,5
246264,23.65,874.33,0.06,0.06,1.00,477,3
247331,23.66,874.33,0.06,0.06,1.00,425,7
248398,23.66,874.33,0.06,0.06,1.00,400,0
249465,23.66,874.34,0.06,0.06,1.00,408,0
250531,23.67,874.33,0.06,0.06,1.00,414,0
251598,23.67,874.33,0.06,0.06,1.00,428,0
252665,23.69,874.34,0.06,0.06,1.00,463,3
253732,23.69,874.33,0.06,0.06,1.00,417,2
254799,23.68,874.33,0.06,0.06,1.00,404,0
255866,23.69,874.32,0.06,0.06,1.00,404,0
256933,23.69,874.33,0.06,0.06,1.00,435,0
258000,23.69,874.33,0.06,0.06,1.00,475,0
259067,23.71,874.34,0.06,0.06,1.00,444,10
260134,23.70,874.33,0.13,0.13,1.12,404,2
261207,23.71,874.34,0.06,0.06,1.00,401,0
262275,23.71,874.33,0.06,0.06,1.00,420,0
263347,23.71,874.34,0.06,0.00,1.00,400,0
264414,23.72,874.33,0.06,0.06,0.94,400,0
265481,23.73,874.33,0.06,0.06,1.00,408,2
266548,23.73,874.33,0.06,0.06,1.00,405,7
267616,23.74,874.33,0.06,0.06,1.00,400,0
268684,23.74,874.33,0.06,0.06,1.00,400,0
269751,23.75,874.33,0.06,0.06,1.00,413,7
270818,23.75,874.33,0.06,0.06,1.00,413,0
271885,23.74,874.32,0.06,0.06,1.00,423,0
272953,23.77,874.33,0.06,0.06,1.00,428,11
274020,23.76,874.33,0.06,0.06,1.00,431,11
275087,23.77,874.33,0.06,0.06,1.00,412,3
276156,23.78,874.33,0.06,0.06,1.00,407,4
277223,23.78,874.33,0.06,0.06,1.00,407,0
278290,23.79,874.33,0.06,0.06,1.00,406,2
279358,23.77,874.33,0.06,0.06,1.00,417,0
280425,23.81,874.33,0.06,0.06,1.00,428,1
281492,23.80,874.33,0.06,0.06,1.00,442,4
282559,23.81,874.33,0.06,0.06,1.00,433,1
283627,23.80,874.33,0.06,0.06,1.00,443,8
284694,23.82,874.33,0.06,0.06,1.00,444,8
285761,23.83,874.33,0.06,0.06,1.00,435,0
286828,23.83,874.33,0.06,0.06,1.00,427,3
287896,23.83,874.33,0.06,0.06,1.00,437,14
288965,23.85,874.33,0.06,0.00,1.00,433,1
290037,23.85,874.33,0.06,0.06,1.00,424,4
291105,23.85,874.33,0.06,0.06,1.00,414,1
292173,23.85,874.33,0.06,0.06,1.00,411,0
293240,23.85,874.33,0.06,0.06,1.00,402,0
294307,23.86,874.33,0.06,0.06,1.00,414,0
295374,23.87,874.32,0.06,0.06,1.00,412,0
296441,23.88,874.33,0.06,0.06,1.00,421,1
297508,23.89,874.33,0.06,0.06,1.00,444,6
298575,23.88,874.33,0.06,0.06,1.00,421,0
299642,23.88,874.32,0.06,0.06,1.00,430,2
300709,23.89,874.33,0.06,0.06,1.00,448,2
301778,23.89,874.33,0.06,0.06,1.00,456,8
302845,23.91,874.33,0.06,0.06,1.00,455,0
303912,23.91,874.33,0.06,0.06,1.00,468,5
304979,23.91,874.33,0.06,0.06,1.00,484,15
306046,23.92,874.33,0.06,0.06,1.00,479,5
307113,23.93,874.33,0.06,0.06,1.00,487,12
308180,23.93,874.33,0.06,0.06,1.00,494,2
309247,23.92,874.33,0.06,0.06,1.00,498,11
310314,23.94,874.32,0.06,0.06,1.00,489,8
311381,23.94,874.33,0.06,0.13,1.00,489,11
312448,23.93,874.33,0.06,0.06,1.00,481,5
313515,23.95,874.33,0.06,0.06,1.00,450,1
314584,23.94,874.33,0.06,0.06,1.00,458,0
315651,23.96,874.33,0.06,0.06,1.00,478,2
316718,23.94,874.33,0.06,0.06,1.00,428,0
317785,23.94,874.33,0.06,0.06,1.00,405,6
318852,23.94,874.33,0.06,0.06,1.00,409,0
319925,23.96,874.33,0.06,0.06,1.00,405,0
320992,23.94,874.33,0.06,0.00,1.00,414,2
322059,23.94,874.33,0.06,0.06,1.00,400,0
323126,23.95,874.33,0.06,0.06,1.00,400,0
324193,23.96,874.33,0.06,0.06,1.00,400,3
325260,23.96,874.33,0.06,0.06,1.00,400,0
326327,23.95,874.32,0.06,0.06,1.00,400,0
327396,23.97,874.32,0.06,0.06,1.00,400,2
328464,23.98,874.34,0.06,0.06,1.00,400,10
329531,23.98,874.34,0.06,0.06,1.00,400,0
330598,24.00,874.34,0.06,0.06,1.00,400,9
331665,24.01,874.33,0.06,0.06,1.00,406,8
332733,24.01,874.33,0.06,0.06,1.00,412,0
333800,24.02,874.33,0.06,0.00,0.94,400,5
334867,24.02,874.33,0.06,0.06,1.00,403,8
335934,24.03,874.33,0.00,0.13,1.00,431,1
337002,24.03,874.33,0.06,0.06,1.00,454,13
338069,24.03,874.34,0.06,0.06,1.00,452,7
339136,24.03,874.33,0.06,0.06,1.00,475,8
340203,24.04,874.33,0.06,0.06,0.94,456,9
341273,24.04,874.33,0.06,0.00,1.00,454,7
342340,24.04,874.33,0.06,0.06,1.00,455,9
343407,24.05,874.33,0.06,0.06,1.00,462,11
344474,24.06,874.33,0.06,0.06,1.00,472,10
345542,24.07,874.33,0.06,0.06,1.00,468,5
346609,24.06,874.33,0.06,0.06,1.00,415,1
347676,24.07,874.33,0.06,0.06,1.00,419,2
348746,24.07,874.33,0.06,0.06,1.00,448,12
349814,24.08,874.33,0.06,0.06,1.00,478,10
350882,24.09,874.33,0.06,0.19,1.00,480,3
351949,24.10,874.33,0.06,0.06,1.00,499,10
353016,24.10,874.33,0.06,0.00,1.00,487,2
354085,24.11,874.33,0.06,0.06,1.00,497,4
355152,24.12,874.33,0.06,0.06,1.00,535,3
356219,24.11,874.33,0.06,0.06,1.00,542,17
357287,24.11,874.33,0.06,0.06,1.00,508,11
358354,24.13,874.33,0.06,0.06,1.00,497,7
359421,24.14,874.33,0.06,0.06,1.00,479,5
360488,24.14,874.33,0.06,0.06,1.00,484,8
361556,24.15,874.33,0.06,0.06,1.00,488,3
362623,24.14,874.33,0.06,0.06,1.00,490,3
363691,24.15,874.33,0.06,0.06,1.00,464,1
364758,24.14,874.33,0.06,0.06,1.00,407,0
365826,24.14,874.33,0.06,0.06,1.00,400,0
366895,24.16,874.33,0.06,0.06,1.00,412,3
367962,24.16,874.34,0.06,0.06,1.00,418,0
369029,24.16,874.33,0.06,0.06,1.00,423,1
370097,24.17,874.33,0.06,0.06,1.00,436,0
371164,24.16,874.33,0.06,0.06,1.00,417,0
372231,24.18,874.34,0.06,0.06,1.00,415,0
373298,24.17,874.33,0.06,0.06,1.00,423,4
374366,24.20,874.33,0.06,0.06,1.00,406,1
375434,24.20,874.33,0.06,0.06,1.00,400,0
376501,24.20,874.33,0.06,0.06,1.00,400,5
377568,24.21,874.33,0.06,0.06,1.00,400,0
378641,24.22,874.33,0.06,0.06,1.00,405,0
379710,24.22,874.33,0.06,0.06,1.00,452,13
380777,24.23,874.34,0.06,0.06,1.00,462,5
381845,24.24,874.33,0.06,0.06,1.00,458,9
382912,24.24,874.34,0.06,0.06,1.00,449,8
383979,24.25,874.34,0.06,0.06,1.00,450,9
385046,24.26,874.34,0.06,0.06,1.00,465,7
386114,24.26,874.34,0.06,0.06,1.00,496,10
387181,24.28,874.33,0.06,0.06,1.00,491,13
388248,24.28,874.34,0.06,0.06,1.00,499,16
389315,24.30,874.34,0.06,0.00,1.00,433,4
390383,24.30,874.34,0.06,0.06,1.00,400,13
391450,24.30,874.33,0.06,0.06,1.00,400,0
392519,24.29,874.34,0.06,0.06,1.00,400,0
393586,24.30,874.33,0.06,0.06,1.00,400,0
394654,24.30,874.33,0.06,0.06,1.00,400,0
395721,24.31,874.33,0.06,0.06,1.00,400,0
396788,24.32,874.34,0.06,0.06,1.00,400,7
397855,24.32,874.33,0.06,0.06,1.00,400,0
398923,24.33,874.33,0.06,0.13,1.00,400,6
399990,24.35,874.33,0.06,0.00,1.00,415,14
401057,24.34,874.34,0.06,0.06,1.00,400,12
402124,24.35,874.34,0.06,0.06,1.00,400,6
403192,24.35,874.33,0.06,0.06,1.00,400,7
404259,24.34,874.33,0.06,0.06,1.00,400,0
405328,24.34,874.33,0.06,0.00,1.00,400,0
406395,24.34,874.33,0.06,0.06,1.00,400,0
407467,24.34,874.33,0.06,0.06,1.00,400,0
408534,24.35,874.34,0.06,0.06,1.00,400,1
409601,24.35,874.34,0.06,0.06,1.00,400,2
410668,24.34,874.34,0.06,0.06,1.00,400,0
411735,24.37,874.34,0.06,-0.06,1.00,400,4
412802,24.37,874.34,0.06,0.06,1.00,480,11
413869,24.39,874.34,0.06,0.06,1.00,563,16
414936,24.38,874.34,0.06,0.06,0.94,613,37
416003,24.38,874.34,0.06,0.06,1.00,629,41
417070,24.40,874.34,0.06,0.06,1.00,631,33
418139,24.38,874.34,0.06,0.06,1.00,544,36
419206,24.40,874.34,0.06,0.06,1.00,458,26
420273,24.41,874.34,0.06,0.06,1.00,439,20
421340,24.40,874.34,0.06,0.06,1.00,439,13
422407,24.40,874.33,0.06,0.06,1.00,407,8
423474,24.40,874.34,0.06,0.06,1.00,400,1
424541,24.42,874.34,0.06,0.06,1.00,400,6
425608,24.43,874.34,0.06,0.06,1.00,400,5
426675,24.44,874.33,0.06,0.06,1.00,400,0
427742,24.44,874.34,0.06,0.06,1.00,400,0
428809,24.45,874.33,0.06,0.06,1.00,400,4
429876,24.46,874.33,0.06,0.00,1.00,400,0
430945,24.47,874.34,0.06,0.06,1.00,400,4
432012,24.47,874.34,0.06,0.06,1.00,400,5
433079,24.48,874.34,0.06,0.06,1.00,419,4
434146,24.47,874.34,0.06,0.06,1.00,430,0
435214,24.48,874.34,0.06,0.06,1.00,449,13
436281,24.49,874.34,0.06,0.06,1.00,464,19
437354,24.49,874.33,0.06,0.06,1.00,454,7
438421,24.50,874.34,0.06,0.06,1.00,417,15
439489,24.50,874.34,0.06,0.06,1.00,405,9
440556,24.50,874.33,0.06,0.06,1.00,428,14
441623,24.52,874.34,0.06,0.06,1.00,422,8
442690,24.52,874.34,0.06,0.06,1.00,418,11
443760,24.52,874.34,0.06,0.06,1.00,400,0
444828,24.53,874.34,0.06,0.06,1.00,400,0
445895,24.54,874.34,0.06,0.06,1.00,400,1
446962,24.54,874.34,0.06,0.06,1.00,400,0
448030,24.55,874.34,0.06,0.06,1.00,400,0
449098,24.56,874.34,0.06,0.06,1.00,400,0
450165,24.56,874.33,0.06,0.06,1.00,400,7
451232,24.56,874.34,0.06,0.06,1.00,400,3
452300,24.55,874.33,0.06,0.06,1.00,400,0
453367,24.55,874.33,0.06,0.06,1.00,400,0
454434,24.53,874.33,0.06,0.06,1.00,400,0
455501,24.54,874.34,0.06,0.06,1.00,400,0
456569,24.55,874.33,0.06,0.06,1.00,400,0
457638,24.55,874.34,0.06,0.06,1.00,400,3
458705,24.54,874.33,0.06,0.06,1.00,400,0
459773,24.55,874.33,0.06,0.06,1.00,400,3
460840,24.55,874.34,0.06,0.06,0.94,400,0
461907,24.55,874.33,0.06,0.06,1.00,400,1
462974,24.53,874.33,0.06,0.06,0.94,400,0
464042,24.54,874.36,0.06,0.06,1.00,400,0
465109,24.54,874.35,0.06,0.06,1.00,400,0
466179,24.54,874.35,0.06,0.06,1.00,400,0
467246,24.53,874.34,0.06,0.06,1.00,400,0
468314,24.55,874.34,0.06,0.06,1.00,400,0
469381,24.54,874.33,0.06,0.06,1.00,400,0
470450,24.53,874.34,0.06,0.06,1.00,400,1
471517,24.54,874.33,0.06,0.00,1.00,400,7
472585,24.53,874.33,0.06,0.06,1.00,400,0
473652,24.54,874.34,0.06,0.06,1.00,400,0
474719,24.54,874.33,0.06,0.06,1.00,400,10
475786,24.54,874.34,0.06,0.00,1.00,400,1
476854,24.54,874.33,0.06,0.06,1.00,400,4
477921,24.53,874.33,0.06,0.06,1.00,400,3
478988,24.54,874.34,0.06,0.06,1.00,400,7
480055,24.53,874.34,0.06,0.06,1.00,400,0
481123,24.54,874.33,0.06,0.06,1.00,400,3
482190,24.54,874.34,0.06,0.06,1.00,400,12
483259,24.53,874.33,0.06,0.06,1.00,400,2
484327,24.53,874.33,0.06,0.06,1.00,400,5
485394,24.53,874.33,0.06,0.06,1.00,400,0
486461,24.53,874.34,0.06,0.06,0.94,400,3
487528,24.54,874.33,0.06,0.06,1.00,400,2
488596,24.55,874.33,0.06,0.06,1.00,400,0
489663,24.55,874.33,0.06,0.00,1.00,400,2
490730,24.55,874.34,0.06,0.06,1.00,400,6
491797,24.55,874.34,0.06,0.06,1.00,400,14
492865,24.57,874.34,0.06,0.06,1.00,400,4
493932,24.56,874.34,0.06,0.06,1.00,400,5
494999,24.55,874.33,0.06,0.06,1.00,400,9
496074,24.55,874.33,0.06,0.06,1.00,400,6
497141,24.55,874.34,0.06,0.06,1.00,400,0
498208,24.56,874.34,0.06,0.06,1.00,400,0
499275,24.57,874.34,0.06,0.06,1.00,400,0
500342,24.56,874.34,0.06,0.06,1.00,400,0
501410,24.54,874.34,0.06,0.06,1.00,400,0
502477,24.55,874.33,0.06,0.06,1.00,400,3
503544,24.53,874.34,0.06,0.06,1.00,400,2
504611,24.54,874.34,0.06,0.06,1.00,400,0
505679,24.54,874.33,0.06,0.06,1.00,400,0
506747,24.53,874.33,0.06,0.06,1.00,400,1
507814,24.54,874.33,0.06,0.06,1.00,400,9
508883,24.53,874.33,0.06,0.06,1.00,400,4
509950,24.53,874.36,0.06,0.06,1.00,400,2
511017,24.52,874.35,0.06,0.06,1.00,400,0
512084,24.52,874.35,0.06,0.00,1.00,400,8
513151,24.52,874.35,0.06,0.06,1.00,400,4
514218,24.52,874.35,0.06,0.06,1.00,400,0
515285,24.52,874.34,0.06,0.06,1.00,400,2
516352,24.53,874.34,0.06,0.06,1.00,400,1
517419,24.55,874.34,0.06,0.06,1.00,517,18
518486,24.54,874.34,0.06,0.06,1.00,400,13
519553,24.55,874.33,0.06,0.06,1.00,400,19
520620,24.54,874.33,0.06,0.06,1.00,400,9
521689,24.56,874.34,0.06,0.06,1.00,400,13
522756,24.57,874.34,0.06,0.06,1.00,400,11
523823,24.58,874.34,0.06,0.06,1.00,400,4
524894,24.57,874.34,0.06,0.06,1.00,400,12
525962,24.56,874.33,0.06,0.06,1.00,400,3
527029,24.55,874.34,0.06,0.06,1.00,400,0
528096,24.55,874.33,0.06,0.00,1.06,400,1
529163,24.58,874.34,0.06,0.00,1.00,657,25
530230,24.58,874.34,0.06,0.06,1.00,511,32
531297,24.59,874.34,0.06,0.06,1.00,400,23
532364,24.58,874.33,0.06,0.06,1.00,400,20
533431,24.58,874.33,0.06,0.06,1.00,400,13
534500,24.57,874.33,0.00,0.37,1.06,400,0
535567,24.57,874.34,0.06,0.06,1.00,400,6
536634,24.60,874.33,0.06,0.06,1.00,400,5
537702,24.61,874.33,0.06,0.06,1.00,400,11
538769,24.60,874.34,0.06,0.06,1.00,400,16
539836,24.62,874.33,0.06,0.06,1.00,400,8
540903,24.63,874.33,0.06,0.06,1.00,400,1
541971,24.62,874.33,0.06,0.06,1.00,400,1
543038,24.62,874.33,0.06,0.06,1.00,400,0
544105,24.65,874.34,0.06,0.06,1.00,400,11
545172,24.66,874.33,0.06,0.06,1.00,400,7
546240,24.65,874.34,0.06,0.06,1.00,403,11
547307,24.67,874.34,0.06,0.06,1.00,433,13
548376,24.67,874.33,0.06,0.06,1.00,465,21
549443,24.68,874.34,0.06,0.06,1.00,494,26
550511,24.69,874.34,0.06,0.06,1.00,500,32
